#{"config": {"calib_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1920x1080.yaml", "cli_overrides": ["camera", "debug_metrics", "ekf", "ema_alpha", "extrinsics", "fps", "height", "print_tilt", "rig", "save_poses", "use_weighted_se3", "video", "width"], "config_path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "extrinsics_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1920x1080.yaml", "rig_path_resolved": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "runtime": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.25, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15.0}, "hud": {"enabled": false}, "logging": {"debug_metrics_csv": "demo_runs/c920/debug_1080p.csv", "poses_csv": "demo_runs/c920/poses_1080p.csv"}, "ransac": {"A_ref_px2": 12000.0, "adaptive": false, "base_rot_deg": 5.0, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5.0, "trans_max_m": 0.05}, "video": {"device": "0", "fps": 30.0, "height": 1080, "width": 1920}}, "yaml": {"bench": {"print_every": 60}, "fuse": {"axis_len_m": 0.1, "ema_alpha": 0.3, "use_weighted_se3": true}, "health": {"max_tilt_jump_deg": 15}, "hud": {"enabled": true}, "logging": {"debug_metrics_csv": "phase_b/debug_metrics.csv", "poses_csv": "phase_b/poses.csv"}, "ransac": {"A_ref_px2": 12000, "adaptive": false, "base_rot_deg": 5, "base_trans_m": 0.05, "min_inliers": 3, "rot_max_deg": 5, "trans_max_m": 0.05}, "video": {"device": 2, "fps": 30, "height": 1080, "width": 1920}}}, "files": {"camera_calib": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/calib/calib_c920_1920x1080.yaml", "sha256": "20f1d6f185e2354e733ced72ad0cc5085e009bf60e608de265521f4b69ac0dc7"}, "config": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/config.yaml", "sha256": "9c664548f0c4998345c599764857540af456008cc4bf230d90b575c908eaec28"}, "extrinsics": {"path": "/Users/Andreas/Desktop/ptl24_marker/common/extrinsics/T_WC_c920_1920x1080.yaml", "sha256": "71595a86e7df9d464cdfe8dad32fbb72eb7d60c9382f6dea63d72e53aee63435"}, "rig": {"path": "/Users/Andreas/Desktop/ptl24_marker/phase_b/rigs/cyl_dotec.yaml", "sha256": "f0fd590bf211070dbb1b2c6b32f4041175f33703203978255bdee60a8b77b6ef"}}, "git_commit": null, "timestamp": 1766248813.791465}
t,fps,n_visible,n_inliers,mean_reproj,ransac_score,weight_min,weight_max,tilt_deg,mean_tag_area_px2,mean_view_cos,mean_reproj_px,ransac_trans_eff,ransac_rot_eff,n_unknown_ids,n_mirror_discards
1766248824.232122,15.221,7,7,35.721,0.00000,0.013,0.475,59.258,1281.7,0.6425,35.721,0.0500,5.000,0,0
1766248824.301940,15.176,7,7,35.724,0.00000,0.013,0.475,59.258,1281.0,0.6427,35.724,0.0500,5.000,0,0
1766248824.361654,15.226,7,7,35.722,0.00000,0.013,0.475,59.258,1281.2,0.6422,35.722,0.0500,5.000,0,0
1766248824.429967,15.318,7,7,35.719,0.00000,0.013,0.477,59.258,1281.1,0.6424,35.719,0.0500,5.000,0,0
1766248824.497920,15.111,7,7,35.723,0.00000,0.013,0.477,59.258,1280.5,0.6426,35.723,0.0500,5.000,0,0
1766248824.563842,14.908,7,7,35.715,0.00000,0.013,0.477,59.258,1281.3,0.6428,35.715,0.0500,5.000,0,0
1766248824.624024,15.522,7,7,35.725,0.00000,0.013,0.475,59.258,1281.3,0.6424,35.725,0.0500,5.000,0,0
1766248824.693761,15.028,7,7,35.726,0.00000,0.013,0.476,59.258,1281.4,0.6423,35.726,0.0500,5.000,0,0
1766248824.759764,15.135,7,7,35.732,0.00000,0.013,0.478,59.258,1281.3,0.6430,35.732,0.0500,5.000,0,0
1766248824.822039,15.250,7,7,35.709,0.00000,0.013,0.477,59.258,1281.0,0.6425,35.709,0.0500,5.000,0,0
1766248824.891415,15.144,7,7,35.721,0.00000,0.013,0.478,59.258,1281.5,0.6427,35.721,0.0500,5.000,0,0
1766248824.961584,15.052,7,7,35.718,0.00000,0.013,0.475,59.258,1281.5,0.6422,35.718,0.0500,5.000,0,0
1766248825.028060,15.183,7,7,35.709,0.00000,0.013,0.475,59.258,1280.9,0.6426,35.709,0.0500,5.000,0,0
1766248825.095512,15.107,7,7,35.724,0.00000,0.013,0.474,59.258,1281.4,0.6428,35.724,0.0500,5.000,0,0
1766248825.165252,14.823,7,7,35.730,0.00000,0.013,0.476,59.258,1282.0,0.6431,35.730,0.0500,5.000,0,0
1766248825.227385,15.498,7,7,35.725,0.00000,0.013,0.473,59.258,1281.3,0.6431,35.725,0.0500,5.000,0,0
1766248825.292569,15.084,7,7,35.704,0.00000,0.013,0.476,59.258,1281.2,0.6430,35.704,0.0500,5.000,0,0
1766248825.358971,15.016,7,7,35.712,0.00000,0.013,0.476,59.258,1281.1,0.6428,35.712,0.0500,5.000,0,0
1766248825.424516,15.430,7,7,35.721,0.00000,0.013,0.477,59.258,1281.5,0.6424,35.721,0.0500,5.000,0,0
1766248825.495875,15.006,7,7,35.708,0.00000,0.013,0.478,59.258,1281.6,0.6426,35.708,0.0500,5.000,0,0
1766248825.560846,14.981,7,7,35.718,0.00000,0.013,0.477,59.258,1281.4,0.6431,35.718,0.0500,5.000,0,0
1766248825.624759,15.307,7,7,35.719,0.00000,0.013,0.480,59.258,1281.5,0.6430,35.719,0.0500,5.000,0,0
1766248825.694851,15.165,7,7,35.713,0.00000,0.013,0.476,59.258,1281.3,0.6428,35.713,0.0500,5.000,0,0
1766248825.761440,14.932,7,7,35.738,0.00000,0.013,0.476,59.258,1281.6,0.6426,35.738,0.0500,5.000,0,0
1766248825.825841,15.539,7,7,35.699,0.00000,0.013,0.478,59.258,1280.4,0.6432,35.699,0.0500,5.000,0,0
